index,start,end,text
393,1599.72,1602.72,"Это полезно, вежливая, для buy-ng очень сильно."
394,1602.72,1605.72,Beyond Science это ваши топы.
395,1605.72,1609.72,"Возможно, вы когда-либо играли в игру FIFA,"
396,1609.72,1612.72,эти ромбики для вас будут более знакомы.
397,1612.72,1614.72,Здесь ваши топы.
398,1614.72,1618.72,"Топ, допустим, где-то по конверсии, по профиту,"
399,1618.72,1622.72,"топ конверсий по вашим афиле, там, либо по вашим клиентам."
400,1622.72,1624.72,Здесь ваши топы.
401,1624.72,1626.72,Это аналитика для всех полезно.
402,1626.72,1630.72,"Тут играться, переиграться, очень много времени можно убить."
403,1630.72,1632.72,И Advanced Report.
404,1632.72,1635.72,Это настраиваемая аналитика по вашим нужным.
405,1635.72,1637.72,То есть вы по факту настраиваете свою аналитику
406,1637.72,1641.72,и смотрите конкретно по уже настроенным вашим.
407,1641.72,1643.72,Advanced.
408,1643.72,1647.72,Что вам нужно посмотреть в той или иной промежуток времени?
409,1647.72,1650.72,Это что аналитика?
410,1650.72,1651.72,Utils.
411,1651.72,1654.72,"Здесь вспомогательные вещи, такие как ротация,"
412,1654.72,1657.72,ротация от афилеата к вашему респианту.
413,1657.72,1662.72,То есть ротация от афилеата происходит на ваших респиантов.
414,1662.72,1666.72,"Простой пример, когда первый респиант, получатель,"
415,1666.72,1669.72,"отбился дубликатом, да, отбил лит."
416,1669.72,1672.72,Этот лит автоматически переходит к другому.
417,1672.72,1675.72,"У другого он убился по причине, допустим,"
418,1675.72,1676.72,что это закрыт поток.
419,1676.72,1677.72,Ни вопрос.
420,1677.72,1681.72,Лит ищет дальше себе какой-то процесс
421,1681.72,1684.72,и ищет себе дальше респианта.
422,1684.72,1690.72,"Также здесь можно еще отправлять не первым,"
423,1690.72,1696.72,"не вашему афилеату ответ,"
424,1696.72,1698.72,"а тому афилеату, которую вы настроите."
425,1698.72,1700.72,То есть с дефолтному афилеату.
426,1700.72,1705.72,На дефолтного афилеата будет заходить ответ в респианту.
427,1705.72,1709.72,"То есть дубликат, либо эров, либо еще что-то."
428,1709.72,1711.72,Статус группы.
429,1711.72,1715.72,"Важная вещь, потому что здесь вы можете, во-первых,"
430,1715.72,1717.72,создавать свои внутренние статусы
431,1717.72,1720.72,"и придумывать их, с каким угодно названием."
432,1720.72,1722.72,И здесь вы настраиваете групповые статусы.
433,1722.72,1726.72,"То есть все статусы, которые приходят от ваших получателей,"
434,1726.72,1729.72,"от ваших брокеров, а их будет очень много."
435,1729.72,1732.72,"И у каждого брокера иногда бывает один и тот же статус,"
436,1732.72,1733.72,но разная валядация.
437,1733.72,1738.72,"В статус ноумани у одного вашего брокера будет это валивный лит,"
438,1738.72,1740.72,а у другого не валивный.
439,1740.72,1744.72,"Это окей, потому что разные сделки, разные проливы и так далее."
440,1744.72,1747.72,"Так вот, вместо того, чтобы не понимать,"
441,1747.72,1751.72,"как этот статус считать, куда он относится"
442,1751.72,1753.72,"к валидному, не валидному,"
443,1753.72,1756.72,"вы создаете, допустим, групповой статус, там,"
444,1756.72,1758.72,"валидный, невалидный."
445,1758.72,1760.72,"Называете его как угодно, даёте тип-валидацию,"
446,1760.72,1763.72,"валидный, невалидный, либо это acquisition."
447,1763.72,1766.72,"И распихываете просто статус, который вам пришёл"
448,1766.72,1768.72,"в те группы, которые вы создали,"
449,1768.72,1771.72,"или в дефолтные, которые уже будут существовать у вас."
450,1771.72,1773.72,"То есть по факту таким образом,"
451,1773.72,1776.72,"система NOP правильно понимает всю статистику,"
452,1776.72,1780.72,"она понимает, что есть валид, что есть невалид."
453,1780.72,1782.72,"Если мы вот так сделаем,"
454,1782.72,1785.72,"она будет понимать просто, что есть невалид,"
455,1785.72,1787.72,"что есть валид, что есть acquisition, да."
456,1787.72,1790.72,"Вот здесь можно посмотреть более глубоко уже,"
457,1790.72,1793.72,какие статусы процентом в количестве отношений заходили.
458,1793.72,1797.72,"Вот можно посмотреть также конверсию с учётом,"
459,1797.72,1800.72,"без учёта невалидов, играться как хотите."
460,1800.72,1804.72,Так что это всё окей также.
461,1804.72,1809.72,И статусы помогут вам просто правильно
462,1809.72,1812.72,"регументировать работу, вместо того, чтобы вот эти сверки,"
463,1812.72,1817.72,"которые понедельник, каждый месяц, закрывать по несколько дней,"
464,1817.72,1820.72,"вы их закрываете буквально полчаса, каждый сделка,"
465,1820.72,1824.72,"потому что всё очень быстро, и всё понятно, будет работать."
466,1824.72,1829.72,"Дальше вспомогательные вещи такие, как countrygroups,"
467,1829.72,1831.72,"это объединение ваших стран в одну группу,"
468,1831.72,1836.72,"допустим, там tier 1, tier 2, uu, uu, не важно."
469,1836.72,1839.72,Вот настраивайте их также.
470,1839.72,1842.72,"Вот постбеки для ваших байеров будет полезно,"
471,1842.72,1844.72,"если вы используете постбеки также на пакете,"
472,1844.72,1848.72,"на действию, то есть там регистрация, статус, acquisition,"
473,1848.72,1851.72,регипозит и так далее.
474,1851.72,1855.72,"Дальше вспомогательные вещи более технического характера,"
475,1855.72,1858.72,"API-документация, система тикета для спорта,"
476,1858.72,1862.72,"есть спорт через тикеты, но есть спорт в telegram,"
477,1863.72,1865.72,про спорт чуть-чуть позже.
478,1865.72,1869.72,"Система-мануал, у вас будет также мануальная система"
479,1869.72,1872.72,"на английском и русском, для того, чтобы правильно понять,"
480,1872.72,1874.72,"как работает Lnopy, кроме связи с упортом,"
481,1874.72,1878.72,"вы можете сами почитать, посмотреть, сейчас покажу,"
482,1881.72,1884.72,"посмотреть, как это работает, куда нажимать,"
483,1884.72,1888.72,"какие кнопочки, что за что отвечает, всё расписано,"
484,1888.72,1890.72,"показано, всё рассказано."
485,1890.72,1894.72,"По поводу спорта,"
486,1894.72,1898.72,"спорт у нас работает без выходных, без праздников,"
487,1898.72,1904.72,"работает буднее с 8 утра до 10 вечера по gmt-plus 2,"
488,1904.72,1910.72,"в выходные, в праздники, работает с 9 до 6 по gmt-plus 2."
489,1910.72,1915.72,"Вот, рекомендуем интеграции делать через спорт в telegram,"
490,1915.72,1919.72,"потому что это быстрее, удобнее, вам не нужно за это переживать,"
491,1919.72,1921.72,париться и так далее.
492,1921.72,1925.72,"Спорт всегда на связи, регламент ответа у него до 5 минут,"
493,1925.72,1929.72,"отвечает он быстро, помогает во многих вещах,"
494,1929.72,1931.72,на самом деле и так далее.
495,1931.72,1936.72,"Если есть вопросы, пожалуйста, сразу всё отвечу."
496,1936.72,1946.72,"Блин, ну у меня пока нет вопросов."
497,1946.72,1948.72,"Окей, попробуй."
498,1948.72,1952.72,"Да, пожалуй, у меня только будет вопрос, связанный с доступом к демо,"
499,1952.72,1954.72,а будет такая возможность получить.
500,1954.72,1958.72,"К сожалению, нет. Демо версии мы не отдаём на руку, уже более 2 лет."
501,1958.72,1960.72,"Принято, хорошо."
502,1960.72,1964.72,"Так, а способ развертывания у вас с self-posts,"
503,1964.72,1968.72,"или это SAS, с приложением, то есть мы разворачиваем у себя,"
504,1968.72,1971.72,"разворачиваем его на вашей стороне, как в облаке."
505,1971.72,1975.72,"Это наша сторона, это наши сервера, от вас нужен только Dement."
506,1975.72,1977.72,"Принято, хорошо."
507,1977.72,1981.72,"Пожалуйста, у меня тоже на этом вопросом больше нет, спасибо большое."
508,1981.72,1984.72,"Окей, спасибо вам, хорошо."
509,1984.72,1987.72,Тогда с кем я могу обсудить условия?
510,1987.72,1990.72,С кем мы общались под телеграммами?
511,1990.72,1992.72,Это со мной было.
512,1992.72,1994.72,Вот со мной.
513,1994.72,1998.72,"Ага, с вами в телеграмме лучше со звонитой, здесь можем продолжить?"
514,1998.72,2003.72,"Да, можем и здесь продолжить, так как удобно."
515,2003.72,2005.72,"Да, окей, не вопрос."
516,2005.72,2009.72,"Тогда я открою сайт, окей?"
517,2009.72,2012.72,Хорошо.
518,2012.72,2015.72,Так.
519,2018.72,2024.72,"Афилет, прайсы, мы посмотрели стандартную вещь, есть базовый вариант,"
520,2024.72,2030.72,"базовый вариант он с лимитами, лимитами по юзорам, по количестве людей в месяц."
521,2030.72,2035.72,"Здесь базовый суппорт, который делает интеграцию только с вашим recipient,"
522,2035.72,2039.72,"и если что-то не работает, он работает с суппорт с девяти до шести,"
523,2039.72,2041.72,только в будни дни.
524,2041.72,2047.72,"И здесь нет телеграмм ботов, которые также входят в стандартную версию."
525,2047.72,2051.72,"Здесь нет опциональных вещей, такие как фродскоринг,"
526,2051.72,2055.72,"положить на свой сервак систему, если нужно и так далее."
527,2055.72,2061.72,"Скажите, я здесь еще вижу, что у вас есть аналитик плюс BI,"
528,2061.72,2064.72,"я так понимаю, что у вас есть отдельная аналитическая база,"
529,2064.72,2066.72,"которая может покрыть через BI-систему,"
530,2066.72,2068.72,и выставляете прямо саму BI-систему.
531,2068.72,2072.72,"Сама BI-система я показывал, да, вот она есть."
532,2072.72,2073.72,BI Insights.
533,2073.72,2079.72,"Ок, то есть получается этот раздел идет как до послуга, верно?"
534,2079.72,2082.72,"Нет, не до послуга, нет."
535,2082.72,2084.72,Она включила вот так.
536,2084.72,2088.72,"Ну вот стандартная, то есть в стандарте ее и получается не будет."
537,2088.72,2091.72,"Да, базовой версии она как бы будет,"
538,2091.72,2096.72,но для BI Insights просто это чуть по-другому просто называется и все.
539,2096.72,2099.72,"Но по факту нет, это одна и та же система, та же аналитика будет."
540,2099.72,2100.72,Принято.
541,2100.72,2105.72,"А имеется возможность подключиться своей BI-системой к BI-систему,"
542,2105.72,2109.72,"и, соответственно, если мы сами захватимся выстраивать репорт."
543,2109.72,2112.72,"Я думаю, что..."
544,2112.72,2114.72,"База скорее вот так, не системя."
545,2114.72,2117.72,"Я думаю, к сожалению, нет,"
546,2117.72,2122.72,не может подключать такой левого функционала к системой.
547,2122.72,2123.72,Но поднимось.
548,2123.72,2126.72,"То есть мы не можем подключать какой-то генердес,"
549,2126.72,2127.72,или еще что-то.
550,2127.72,2131.72,"Ну, там от вас, по сути, только потребуется доступ,"
551,2131.72,2133.72,"точнее, какой-то IP, наверное,"
552,2133.72,2136.72,"либо какой-нибудь домен с доступом в базе,"
553,2136.72,2138.72,"логин и пароль, то есть, и, пожалуй, на этом все."
554,2138.72,2140.72,"По сути, нам нужно будет доступ только в базе."
555,2140.72,2142.72,"Да, можете, пожалуйста, это узнать, это для нас важно,"
556,2142.72,2144.72,в фестифиле.
557,2144.72,2147.72,"Да, окей. Можно еще раз уточнить,"
558,2147.72,2150.72,какой сервис вы хотите подключить и как это будет происходить?
559,2150.72,2154.72,"Это будет не сервис, нам нужен будет доступ к базе данных."
560,2154.72,2159.72,"К базе данных, от которой выстраиваются ваши соксные отчеты,"
561,2159.72,2161.72,"то, что вот написано на дитях с BI."
562,2161.72,2163.72,"Вот, не знаю, это у вас отдельная база,"
563,2163.72,2165.72,"или это у вас та же самая база,"
564,2165.72,2167.72,"как правило, обычно делают отдельную аналитическую базу,"
565,2167.72,2169.72,и там хранят много информации.
566,2169.72,2172.72,Вот нам нужен будет доступ к этой базе.
567,2172.72,2175.72,"Без интеграции левых сервисов, всего остального,"
568,2175.72,2179.72,"только ссылка, ну, точнее, не ссылка, но, словно,"
569,2179.72,2183.72,"Юрилл, логин и паролит, и все."
570,2183.72,2186.72,"Возможно, какое-то у вас там есть еще вайт-листинг,"
571,2186.72,2188.72,"но, в случае чего, просто достану,"
572,2188.72,2190.72,"статичный опис, который мы будем подвезти."
573,2190.72,2193.72,"Следующий вопрос, есть связанный с ботами."
574,2193.72,2196.72,"Я, может быть, пропустил, скажите, что там за боты,"
575,2196.72,2201.72,"вообще, как это устроено? Просто отчеты, или что-то такое?"
576,2201.72,2207.72,"По факту, это telegram-bots, которые подключаются к вашей системе."
577,2207.72,2210.72,"То есть, они входят в стоимость, разработка их,"
578,2210.72,2213.72,"они подключаются к системе, и вам приходят уведомления"
579,2213.72,2216.72,"с краткой информацией, это три telegram-bots,"
580,2216.72,2219.72,"первые это по ошибкам, вторые это по acquisition,"
581,2219.72,2221.72,и третьи это по frascoring.
582,2221.72,2224.72,"Ну, то есть, получается, базовая отчетня,"
583,2224.72,2228.72,которая просто будет отстукивать в определенный канал
584,2228.72,2231.72,"тульные информации, которые мы попросим его присылать,"
585,2231.72,2234.72,либо же реагировать на разного рода легче.
586,2234.72,2235.72,"Ну, это, как-то..."
587,2235.72,2236.72,"Да, это..."
588,2236.72,2239.72,"Коммуницировать через бота, коммуницировать через бота"
589,2239.72,2241.72,"с самой системой мы, в принципе, никак не можем."
590,2241.72,2244.72,"Нет, она будет просто присылать информацию,"
591,2244.72,2246.72,и будет присылать конкретную информацию
592,2246.72,2248.72,"по ошибкам, по acquisition или по frascoring."
593,2248.72,2251.72,"То есть, там нет такого, что вы можете настроить,"
594,2251.72,2253.72,вот какую информацию он должен присылать.
595,2254.72,2255.72,"Ну, хорошо."
596,2255.72,2257.72,"Скорейте, это только те telegram-bot, наверное,"
597,2257.72,2259.72,"в случае, если мы захотим использовать слаг,"
598,2259.72,2261.72,возможности проинтактироваться в слаг не будет.
599,2261.72,2263.72,"Нет, такой возможности нет."
600,2263.72,2264.72,Хорошо.
601,2264.72,2266.72,"Все, спасибо, у меня вопросов больше нет."
602,2266.72,2268.72,Спасибо за презентацию.
603,2268.72,2269.72,"Окей, хорошо."
604,2270.72,2273.72,"У меня в данном случае, аналитики,"
605,2273.72,2276.72,"какие вообще отчеты можно выстраивать,"
606,2278.72,2280.72,которые в работе именно помогают.
607,2280.72,2282.72,Есть у вас какие-то лучшие практики?
608,2282.72,2284.72,"Ну, отчеты, во-первых, поможет,"
609,2284.72,2287.72,"если вы со стороны байинга, это фанал-репорт."
610,2288.72,2289.72,Это раз поможет.
611,2289.72,2291.72,"Два advanced-репорт поможет в том плане,"
612,2291.72,2293.72,"что вы выстраиваете аналитику, то как вам нужно."
613,2293.72,2295.72,"То есть, по факту, вы убираете те параметры,"
614,2295.72,2297.72,"которые вы хотите просматривать,"
615,2297.72,2299.72,"и их настраиваете, и смотрите себе аналитику,"
616,2299.72,2301.72,то как вам нужно.
617,2303.72,2305.72,"Это что касается аналитики, да?"
618,2306.72,2308.72,"Ну, помимо стандартных,"
619,2308.72,2310.72,"обычные аналитики, по системе репорт,"
620,2310.72,2312.72,"где есть полноценная фильтрация,"
621,2312.72,2314.72,"и по-насценному можете смотреть,"
622,2314.72,2316.72,"что и где и как происходит,"
623,2316.72,2318.72,"по вашим эфиле, по токам или респентам."
624,2320.72,2322.72,"Всё, я понял."
625,2322.72,2324.72,"Подскажите, пожалуйста, ещё я вот,"
626,2324.72,2326.72,"возможно, тоже смог пропустить"
627,2326.72,2328.72,"то, что касается управления перемешанными"
628,2328.72,2330.72,внутри уже саму теряемой системы.
629,2330.72,2332.72,Насколько гидками можно настраивать аккаунты
630,2332.72,2334.72,для наших манечек?
631,2334.72,2336.72,"Всё, что угодно."
632,2336.72,2338.72,"То есть, по факту у вас перемешанная,"
633,2338.72,2340.72,"если вы создаете менеджера,"
634,2340.72,2342.72,"у вас здесь голый аккаунт,"
635,2342.72,2344.72,то есть у него ничего нет.
636,2346.72,2348.72,"И здесь, когда вы настраиваете"
637,2348.72,2350.72,"уже перемешан,"
638,2350.72,2352.72,"то вы настраиваете всё,"
639,2352.72,2354.72,"что откликабельно в Эльнопе,"
640,2354.72,2356.72,вы это всё настраиваете.
641,2356.72,2358.72,"Каких поставщиков,"
642,2358.72,2360.72,"каких респентов он видит,"
643,2360.72,2362.72,"какие потоки он видит,"
644,2362.72,2364.72,"или вайт-лист, вайт-лист,"
645,2364.72,2366.72,"чтобы он заходил, допустим,"
646,2366.72,2368.72,с одного устройства.
647,2368.72,2370.72,"Окей, всё, спасибо большое."
648,2370.72,2372.72,"Окей, Good."
649,2374.72,2376.72,"Так, по поводу доступа"
650,2376.72,2378.72,"базы данных, Бионетсайдс,"
651,2378.72,2380.72,"это я уточню, но с верятностью"
652,2380.72,2382.72,"99,9%, что, думаю, вряд ли,"
653,2382.72,2384.72,"это возможно, потому что доступ"
654,2384.72,2386.72,"базы данных, от невозможен."
655,2386.72,2388.72,Это будет чуть не...
656,2388.72,2390.72,"Ну, в случае, наверное, если вы используете"
657,2390.72,2392.72,"одну базу данных туда,"
658,2392.72,2394.72,"ну, вы, наверное, её одну используете."
659,2394.72,2396.72,Окей.
660,2396.72,2398.72,"Не могу знать, но я принесу это."
661,2400.72,2402.72,Что по поводу ценовой политики?
662,2404.72,2406.72,"Базовый или стандартный,"
663,2406.72,2408.72,какой мы рассматриваем пакет?
664,2408.72,2410.72,Потому что здесь
665,2410.72,2412.72,лимиты до двух юзеров и 2000 людей
666,2412.72,2414.72,"в месяц, вопрос-то у вас"
667,2414.72,2416.72,больше или меньше?
668,2418.72,2420.72,"Я думаю,"
669,2420.72,2422.72,мы вначале рассмотрим первый
670,2422.72,2424.72,месяц два базы
671,2424.72,2426.72,и далее
672,2426.72,2428.72,в месяц.
673,2428.72,2430.72,"Окей, хорошо, не вопрос."
674,2430.72,2432.72,"По базовый, тогда"
675,2432.72,2434.72,если миты
676,2434.72,2436.72,"оплата, скорее всего, в юзоте, правильно?"
677,2436.72,2438.72,Да.
678,2438.72,2440.72,Окей.
679,2440.72,2442.72,"Тогда эта сумма превращается просто в юзоте, то есть"
680,2442.72,2444.72,"500 юзоте, 500 юзоте. У нас есть сетап,"
681,2444.72,2446.72,"сетап, знаете, что такое?"
682,2446.72,2448.72,"Ну, это"
683,2448.72,2450.72,"плата за техническую поддержку,"
684,2450.72,2452.72,как я понимаю.
685,2452.72,2454.72,"Это грубо говоря, за поднятие системы."
686,2454.72,2456.72,То есть поднятие системы
687,2456.72,2458.72,"500 юзоте, оплата"
688,2458.72,2460.72,месячная тоже 500.
689,2460.72,2462.72,"В принципе,"
690,2462.72,2464.72,это
691,2464.72,2466.72,ценовая политика на базовом
692,2466.72,2468.72,"варианте, она стандартная, ее"
693,2468.72,2470.72,"изменить, к сожалению, я не могу."
694,2470.72,2472.72,Что по стандартному?
695,2472.72,2474.72,"Здесь, конечно, если мы"
696,2474.72,2476.72,"подключаем стандартный, тогда я могу"
697,2476.72,2478.72,поиграться с ценами и тогда.
698,2478.72,2480.72,"Если мы говорим про стандартный,"
699,2480.72,2482.72,"это будет 500 подключений,"
700,2482.72,2484.72,500 месячная оплата.
701,2484.72,2486.72,И последний вопрос.
702,2486.72,2488.72,Как быстро вы планируете
703,2488.72,2490.72,"подключаться, начинать работу,"
704,2490.72,2492.72,как и промежутки времени?
705,2492.72,2494.72,У нас
706,2494.72,2496.72,"есть, получается,"
707,2496.72,2498.72,это и
708,2498.72,2500.72,следующая неделя.
709,2500.72,2502.72,Вот.
710,2502.72,2504.72,После этого планируем уже определяться.
711,2506.72,2508.72,"То есть, грубо говоря,"
712,2508.72,2510.72,в 10 числах марта?
713,2510.72,2512.72,Да.
714,2512.72,2514.72,"Окей, хорошо."
715,2514.72,2516.72,"Но если мы говорим про 10 числа марта,"
716,2516.72,2518.72,то там будет
717,2518.72,2520.72,500 за поднятие системы
718,2520.72,2522.72,и будет перерасчет
719,2522.72,2524.72,на половину месяца где-то.
720,2524.72,2526.72,"То есть это будет не 500, а"
721,2526.72,2528.72,меньше чуть.
722,2528.72,2530.72,"Вот, то есть будет меньше."
723,2530.72,2532.72,"Окей, тогда"
724,2532.72,2534.72,"и, возможно, есть еще какие-то вопросы?"
725,2534.72,2536.72,Нет.
726,2536.72,2538.72,Вы на конференцию едете?
727,2538.72,2540.72,Куда именно? В Дубай?
728,2540.72,2542.72,Да.
729,2542.72,2544.72,"Нет, в Дубай, к сожалению, я не смогу попасть"
730,2544.72,2546.72,по датам.
731,2546.72,2548.72,Буду в
732,2548.72,2550.72,Варшаве на конвержинге.
733,2550.72,2552.72,Понял.
734,2552.72,2554.72,"В Варшаве, да."
735,2554.72,2556.72,В Варшаве буду.
736,2556.72,2558.72,"На Дубай, к сожалению, не попадаю."
737,2558.72,2560.72,Не в этот год.
738,2562.72,2564.72,"Окей, хорошо."
739,2564.72,2566.72,"Тогда, если"
740,2566.72,2568.72,"есть вопросы, я еще отвечу."
741,2568.72,2570.72,"Если нет, спасибо за ваше время."
742,2572.72,2574.72,Вопросов?
743,2574.72,2576.72,"Окей, тогда"
744,2576.72,2578.72,спасибо вам за ваше время.
745,2578.72,2580.72,"Денис, тогда с вами на связи."
746,2580.72,2582.72,"Если будет какие-то еще вопросы, пишите обязательно."
747,2582.72,2584.72,"Ответим, если нужно будет"
748,2584.72,2586.72,"еще одна презентация, 2-3,"
749,2586.72,2588.72,не важно сколько.
750,2588.72,2590.72,"Созвонимся, покажем, расскажем, ответим."
751,2590.72,2592.72,Тогда с вами на связи.
752,2592.72,2594.72,Спасибо вам за ваше время.
753,2594.72,2596.72,"Да, спасибо."
754,2596.72,2598.72,Спасибо вам.
755,2598.72,2600.72,Пока.
756,2616.72,2618.72,Редактор субтитров И.Бойкова
757,2618.72,2620.72,Корректор А.Егорова
758,2646.72,2648.72,Корректор А.Егорова
759,2676.72,2678.72,Корректор А.Егорова
