index,start,end,text
377,1915.48,1923.08,"видос, у нас есть видос, как это все настроить, ну это кажется на самом деле, что очень удобно,"
378,1923.36,1931.72,"но не под все случаи прям подходят, если у вас много компаний на одно гео, то иногда лучше все-таки"
379,1931.72,1938.08,"наверное руками что-то сделать, потому что у вас куда там ухли, то уже там вчера заходить пытался,"
380,1938.08,1946.08,"сегодня он там отправил, ну короче, смотрите, тестируйте, вот, в принципе инструмент такой есть,"
381,1947.08,1957.84,"может сейчас уже вопросы какие-то появились? Да пока вот нет, в начале только чуть были,"
382,1957.84,1967.12,"но вопросы будут по аналитике, интересно какие аналитические моменты есть, что можно"
383,1967.12,1981.08,"отслеживать, вот, да, скоро мы хотим добавить еще именно статистику по типам статусов, вот,"
384,1981.08,1990.68,"сейчас мы это дорабатываем, ну будет по-моему 15 категорий, типа там, low potential, potential,"
385,1990.68,1998.44,"callback, answer rate, вот это все, чтобы вывести это, сделать красивую статистику, сейчас у нас"
386,1998.44,2006.56,"только на nA есть допустим, и то потому что вы вот тут берете и добавляете эти статусы категорию,"
387,2006.56,2013.52,"то есть у нас есть вот категория там trash, no answer и так дальше, potential, то есть и оно потом"
388,2013.52,2020.44,"в статистику подружается, но это надо ручками распределять, сейчас мы делаем, подключаем"
389,2020.44,2026.48,"к распределению неромку и она уже будет по этим категориям распределять, вам единственное,"
390,2026.48,2032.48,"что нужно будет это подтверждать, что да, вот эти статусы, вот это, то есть они, грубо говоря,"
391,2032.48,2039.0,"тут уже будут есть добавленные статусы, а будут такие же дальше идти, но они будут там"
392,2039.0,2045.12,"прозрачные допустим, вы можете их редактировать, если что-то неромка неправильно расследили,"
393,2045.12,2052.36,"потому что статусы довольно-таки разные бывают, и типа ну неромка не всегда с этим может справиться,"
394,2052.36,2057.72,"даже человек не очень может справиться, я так скажу, то есть там статусы, где просто обрака,"
395,2057.72,2066.48,"обрака, куда-то вы его отнести, я там начитался, когда мы это все настраивали, ну вот там и статусы,"
396,2066.48,2073.24,"и с матами просто, и просто Лиду уже звонил кто-то, вот это статус, Лиду уже звонил кто-то,"
397,2073.24,2081.16,"и в какую категорию его отнести, ну непонятно, поэтому тут будет серенький,"
398,2081.16,2088.52,"можете ли редактировать, либо же просто подтвердить его сохраниться, то есть конечная,"
399,2088.52,2095.68,"то есть неромка распределяет, ваша задача только подтвердить, что вы там согласны с действием неромки,"
400,2096.44,2104.0,"вот и будет статистика именно по разным типам статуса, сейчас по ненцверам есть статистика,"
401,2104.0,2112.04,"и по деклайнам, то есть деклайн, это теледиг, мы можем посмотреть по компанию, то есть какой"
402,2112.04,2122.56,"процент Лидов был отбит брокером, то есть либо как дубль, либо какая-то ошибка, это важно в первую"
403,2122.56,2128.76,"очередь для того, чтобы понимать, ну а купить салей вообще вам залив, вот сколько вам нужно"
404,2128.76,2134.8,"еще компайна подключить, других брокеров сделок, чтобы этот весь график отдать, потому что допустим"
405,2134.8,2143.2,"там тоже РуиЕу, Руи Европа, там у брокеров процент деклайна 40-50 процентов, то есть чтобы"
406,2143.2,2153.12,"отлить ему капусту, нужно отлить 200 ледов, потому что зайдет только половина, вот и эта статистика"
407,2153.12,2160.76,"именно для этого, понятное дело есть статистика по этим меткам, то что я рассказывал, и еще именно"
408,2160.76,2167.16,"по отбитиям и так дальше есть прикольная штука, которую еще не сказала, мы можем посмотреть историю"
409,2167.16,2174.24,"изменения статусов, история изменения статусов, она в первую очередь, чтобы посмотреть историю,"
410,2174.24,2182.12,"вторую очередь это мы можем работать у нас анти-шейф, единственное что я сейчас не боюсь вам"
411,2182.12,2187.12,"его показывать, потому что на прошлой презентации, когда я его показывал, у меня ничего не сработало,"
412,2187.12,2194.04,"потому что это тестовая версия, тестовая версия те ремки, и тут ребята тестируют все, вот сейчас"
413,2194.04,2202.56,"запоменяю, так допустим, у нас врон хэйдж, вот врон хэйдж, а немножко не так сделал все-таки,"
414,2202.56,2218.84,"сейчас мы ставим сюда, допустим что-то прикольное, кулбак, поставили кулбак, а теперь уже ставим врон хэйдж,"
415,2218.84,2229.16,"врон хэйнфа допустим, я надеюсь, вот да, вот сработало, и у нас появляется вот тут вот такое"
416,2229.16,2235.76,"значение, то есть что на этот статус стоит вот это знак оклоку, вот сюда нужно обратить внимание,"
417,2235.76,2247.32,"как это работает, это... может фильтрацию по таким статусам делать, фильтрацию возможно по таким статусам"
418,2247.32,2254.32,"делать, например вот у нас есть вот пять страниц у тебя, и мы там сделаем фильтрацию из там"
419,2254.48,2266.56,"500 ледов, сверху окажется там 5 вот таких вот статус фрауд, вот выбрать, да, имем можем, вот вы"
420,2266.56,2275.44,"скорее всего уже поняли что это за фишка, для чего это, да, просто полите брокер в шейф, вот"
421,2275.44,2284.34,"по фильтрам, что еще прикольно есть, нас с массовой фильтры можно по массово список прям сюда вставить"
422,2284.34,2296.44,"email, там ip, номера телефона и оно выдаст вам, я случайно катал, сейчас можно взять, выставить,"
423,2296.44,2304.56,"не знаю, сейчас этот пропадет, быстренько попробуем скопировать, нет, не успел скопировать,"
424,2304.56,2312.76,"вот то же самое по ID-шке вашей и ID-шке и стер на ладе, это ID-шка брокера тоже можно искать,"
425,2312.76,2319.92,"то есть ID-шка брокера она записывается у нас вот тут, это для чисто внутренний параметр,"
426,2319.92,2326.64,"который для потягивания статуса работает, ну либо там если брокер вам не почта скинула"
427,2326.64,2334.44,"ID-шки свои, тоже можно по этому все поискать, по датам можно играться как хочешь, можно от"
428,2334.44,2341.16,"отправки, дата создания лида, она может, ну понятно, делать отличаться по FTD, Reald FTD и так"
429,2341.16,2348.24,"дальше, вот, то есть мы там допустим вот Reald FTD это значение, которое реально когда был"
430,2348.24,2355.32,"проставлен дипозит, это не все брокеры отдают, потому что бывает такое, что они дапчик проставили"
431,2355.32,2361.88,"там вчера, а подтянулось только сегодня, потому что Сирамка как подтягивает статусы, она подтягивает,"
432,2361.88,2370.96,"старается подтянуть все статусы раз в 15 минут, но это время может расширяться в зависимости от"
433,2370.96,2379.96,"завороженности вашей Сирамки, то есть она первоочередна задача это независнуть вот Сирамки, вот если у"
434,2379.96,2385.56,"нее там большой поток данных, либо в то время несколько человек выполняют какие-то сложные действия,"
435,2385.56,2394.28,"она подгрузку статусов немножко откладывает там на потом, то есть уже там не через 15,"
436,2394.28,2402.92,"там через 20 минут сделает, вот, просто сделаем для того, чтобы это все потом активизировано работало,"
437,2402.92,2413.16,"и максимально не подлагивает так дальше, вот, оно берет за период там в ходь до месяца, вот,"
438,2413.16,2419.36,"ну с разным брокерем на самом деле по-разному, оно старается подружать вот раз в 15 минут,"
439,2420.12,2428.32,"и за более длительный период Сирамка уже в ночное время, когда меньше всего активности,"
440,2428.32,2435.32,"старается подрузить за все время статусы и депы, ну вот, то есть, ну а что зависит на"
441,2435.32,2441.72,"самом деле от брокерских Сирамок, то есть и мы нас подгрузка за длительный период, то есть,"
442,2441.72,2447.64,"ну все-таки это, ну и релл ТФТД, если они дадают время, когда именно это было сделано,"
443,2447.64,2453.32,"то оно подрустит Сирамка именно в твое время, когда это было сделано, вот."
444,2453.32,2464.0,"Что еще, что еще, что еще, Линк рассказал, таски, ну это мало кто использует, но это таск менеджер можно"
445,2464.0,2470.28,"создавать задачи, вешать их на какого-то пользователя и уже с ними там работать."
446,2471.24,2481.12,"User, тут можно настроить user, смотреть, выбирать роль, роль у нас есть несколько, это admin,"
447,2481.12,2489.0,"это affiliate manager, это buyer, это финансист, support, teamlead, байрский, технар, который именно"
448,2489.0,2494.48,"ландаме занимается и webmaster, то webmaster, сторонний webmaster, который вам как network"
449,2494.48,2503.84,"отдает трафик, вот. Плюс в плане безопасности, в тупом выдалениях это есть, мы тракаем сассии,"
450,2503.84,2510.04,"то есть, мы тракаем ваши сессии, мы можете посмотреть, с каких устройств, то длиной человек залогинен."
451,2510.04,2519.52,"Плюс экспортировать лиды выгрузить все ремки невозможно, допустим мы это выбираем,"
452,2520.28,2527.84,"хоб нас просит двух факторной вероификации подключить, сделано для чего это, потому что"
453,2527.84,2538.16,"самое вызвимое в любой системе для взлома это человеческий фактор, человек это самое"
454,2538.16,2545.6,"вызвимое существо для взлома, чтобы как-то обезопасить вас от этого всего подключили"
455,2545.6,2551.44,"в факторку, потому что если кто-то подключить либо физически, либо удален на доступ к вашей"
456,2551.44,2558.56,"базе, то раньше можно было спойного, сейчас нужно до факторку подтверждения еще забили"
457,2558.56,2567.68,"от телефона. Плюс в плане безопасности, мы устраивали пентасты, вот мы заплатили ребятам,"
458,2567.68,2575.28,"которые команде хакеров, которые выстраивали защиту для DE, вот после того, как их взломали,"
459,2575.28,2581.84,"они нас месяц ковыряли, достаточно много денег, мы за это все вывалили,"
460,2581.84,2590.48,"были номинальные уязвимости какие-то, которые сильно трудозатратны были, но они были,"
461,2590.48,2597.2,"мы их все и пофиксили, в плане безопасности, я не знаю, кто так сильно запаривался, как мы."
462,2597.2,2605.44,А ориенженна ли вообще было запариваться? Ну это такой вопрос.
463,2605.44,2616.4,"Ориенженна запариваться, потому что на рынке очень много продают бас всяких людей и так дальше,"
464,2616.56,2628.32,"то есть тоже утип, я общался с человеком, который взломал утип полностью, получил доступ к исходному ходу,"
465,2628.32,2636.72,"и сейчас он сдаёт в аренду другим ребятам этот утип, что эпизод их базу, человек вот так зарабатывает"
466,2637.44,2647.28,"Деньги, понимаешь? Кто-то решил сэкономить, вот взяли у него взломанную версию, у него доступ к этой базе есть."
467,2647.28,2657.12,"Не понял. Ну поэтому скорее всего резон, на Брокевске сирамки ломают, то есть там телефони,"
468,2657.84,2664.72,"ну телефони скорее всего сами продают и так дальше, но в целом типа резон."
469,2672.72,2677.76,"Так, что ещё у нас рассказать?"
470,2677.76,2685.04,"А, прикольно, короче есть штука прикольная для автологии, когда автологии мы прикликиваем,"
471,2685.04,2690.24,"я скорее всего тут не покажу, это у нас будет, по-моему, вот тут. Мы можем отследить путь,"
472,2690.24,2697.2,"по которой он прошёл лид, для чего это нужно? Допустим, мы отливаете трафик на какой-то"
473,2697.6,2706.0,"неатварг и прикликиваете автологию. Это на него продает ещё на какой-то неатварг и на каждом этапе,"
474,2706.0,2713.36,"когда каждый перекуп, который продает, он упаковывает автологию в свою ссылку и там получается"
475,2713.36,2718.4,"множество редиректов и этот путь редиректа мы стараемся отследить, это не всегда возможно"
476,2718.4,2723.84,"из-за техические особенностей из-за того, что это с телефона сделано, но если мы это можем сделать,"
477,2723.84,2728.04,мы это делаем и выводится путь по которым прошел.
478,2728.04,2734.04,"То есть вы можете в теории найти, кто за ваш трафик заплатит дороже."
479,2734.04,2736.84,"Если там нет, то там все просто."
480,2736.84,2741.44,"Они домины подписывают точно так же, как название нет."
481,2741.44,2743.64,И там будет просто.
482,2743.64,2748.24,"Ну да, мы, конечно, так пробовали, но никого не получалось там найти."
483,2748.24,2750.84,"До конечного, как бы пробивали, да."
484,2750.84,2755.44,Там зависит вот типа редиректора.
485,2755.44,2759.04,"То есть я не помню какой, типа там есть 301 и 302."
486,2759.04,2762.44,"Они, по-моему, работают, а GS не работают."
487,2762.44,2764.24,"Либо наоборот, что-то из этого."
488,2764.24,2769.64,"Нет, я старею про то, что мы пробивали, доходили до конца, находили брокера."
489,2769.64,2773.44,"Ну и все, контакта у нас как бы нет на сайте поддержкой."
490,2773.44,2774.64,"Не, брокера, да."
491,2774.64,2776.84,"Брокера, скорее всего, вы так не спали."
492,2776.84,2779.84,"Я за это и сделал акцент в нетворках, что типа..."
493,2779.84,2783.84,"На самом деле нетворки, но нетворки спокойно."
494,2783.84,2786.24,Типа это постоянная практика.
495,2786.24,2791.64,"То есть я, ребята, мы иногда помогаем там участвовать в каких-то спорах."
496,2791.64,2798.84,"И если кто-то обвиняет клиента в том, что там залился какая-то шляпа"
497,2798.84,2803.24,"и приводит какие-то аргументы, которые мы можем отспорить, мы спариваем."
498,2803.24,2808.04,"То есть там все дошло прямо до большого канала и вышло по итогу,"
499,2808.04,2811.64,что было шесть человек в цепочке.
500,2811.64,2815.04,"То есть наши клиенты, это был перевесточник трафика."
501,2815.04,2820.04,"После этого, нетворки перепродавали, каждый накидывая еще свет по своим ржу."
502,2820.04,2824.04,"И пойду в каком-то этапе, кто-то кому-то не захотел платить"
503,2824.04,2827.64,и просто решил скомануть всю эту цепочку.
504,2827.64,2828.64,Вот.
505,2828.64,2830.04,Охренеть.
506,2830.04,2831.04,Да.
507,2831.04,2835.64,"Поэтому, ну, в таком случае, да, нетворк может спокойно на нетворку перепродавать."
508,2835.64,2839.64,"И ну, это ничего такого."
509,2839.64,2840.64,Понятно.
510,2840.64,2844.64,"Это классно фича, на самом деле, вообще."
511,2844.64,2845.64,Ну вот.
512,2845.64,2846.64,"На самом деле, фишек много."
513,2846.64,2848.64,Я все прям так вот не вспомню.
514,2848.64,2853.64,"То есть я вот поэтому так хаотично хожу, потому что много хочется что рассказать."
515,2853.64,2854.64,Вот.
516,2854.64,2857.64,И много хочется.
517,2857.64,2861.64,"Ну, то есть можно, если вы как Network, допустим, выступаете,"
518,2861.64,2863.64,у нас в юзерах есть прикольная штука.
519,2863.64,2866.64,"Мы недавно добавили, но я прям мне нравится."
520,2866.64,2868.64,То есть мы видим серверы IP.
521,2868.64,2874.64,"То есть мы видим, с какого именно сервера была отправка Лида."
522,2874.64,2875.64,Вот.
523,2875.64,2879.64,"То есть не IP-шник Лида, а имя IP-шник Сиарамки."
524,2879.64,2880.64,Для чего ты нужно?
525,2880.64,2884.64,"Множество там, вы как Network, если будете выступать,"
526,2884.64,2888.64,вы можете покупать трафик там у какой-то команды.
527,2888.64,2890.64,У вас эта команда заскамила.
528,2890.64,2894.64,Через месяц она уже под Римневингом к вам пришла
529,2894.64,2896.64,и продает вам снова этот трафик.
530,2896.64,2897.64,Вот.
531,2897.64,2900.64,"И вы можете отследить, что это одна и та же команда."
532,2900.64,2903.64,"Она не везде идеально работает, потому что, например, тот же Trackbox,"
533,2903.64,2909.64,"еще несколько серамок, они всех клиентов хосят на общем сервере."
534,2909.64,2912.64,"В таком случае, типа, оно не сработает."
535,2912.64,2917.64,"Нужно еще понимать потом, какие пищники у каких серамок и так дальше."
536,2917.64,2918.64,Вот.
537,2918.64,2923.64,"У Trackbox на 52 начинается, у каких-то еще, я уже не помню."
538,2923.64,2924.64,Вот.
539,2924.64,2929.64,"Но какие-то там дефол, ну, можно, интересные можно подсмотреть."
540,2929.64,2932.64,Еще так можно отследить иногда фрод.
541,2932.64,2937.64,"Потому что, если IP-шников много и Люд человек Сиарамки"
542,2937.64,2941.64,"отправляет, то высока вероятность, что они там либо через Postman"
543,2941.64,2944.64,"отправляют напрямую запросом, либо что-то еще."
544,2944.64,2947.64,"Postman, наша серамка тоже палит."
545,2947.64,2951.64,"Это, если мы вот тут посмотрим, то не будет."
546,2951.64,2955.64,"Тут антифрод, тут будет выводиться user-agent-сервера,"
547,2955.64,2957.64,эпичник-сервера тоже.
548,2957.64,2961.64,"User-agent Postman, там будет написано Postman."
549,2961.64,2962.64,Вот.
550,2964.64,2969.64,Поэтому данных для анализа мы собираем максимально много.
551,2969.64,2974.64,"То есть, как уже этим пользоваться, как это все использовать,"
552,2974.64,2976.64,это уже в ваших руках.
553,2976.64,2980.64,"Мы если что подскажем, для чего, как этим всем пользоваться,"
554,2980.64,2982.64,как разобраться и так дальше.
555,2983.64,2984.64,Вот.
556,2984.64,2985.64,Что еще рассказать?
557,2985.64,2989.64,"Можно я, Майлый, вот скопировать все, которые на странице одной кнопкой?"
558,2993.64,2995.64,"Прикольно тоже, кстати, удобно."
559,2995.64,2996.64,Да.
560,2996.64,2998.64,Местный бык.
561,2998.64,3003.64,"Можно забанить номера по этому, по Blacklist."
562,3003.64,3007.64,"И именно, допустим, какие-то матерные слова."
563,3007.64,3011.64,"Можно добавить список, чтобы вас там не портилось."
564,3011.64,3015.64,Этот эпичник тоже можно забанить в людах.
565,3015.64,3021.64,"Blacklist IP это сервера, с которых отправка идет."
566,3021.64,3025.64,"То есть, если вы уже спалили кого-то, что вы заливают,"
567,3025.64,3027.64,"вам какую-то шляпу, какая-то команда."
568,3027.64,3030.64,Это серверные Blacklist.
569,3030.64,3032.64,И user-gen тоже можно.
570,3032.64,3036.64,"Тоже тут постмен добавить, и способного, если они сможут отправить."
571,3036.64,3040.64,"И будет ошибка отбиваться, типа просто offer not found,"
572,3040.64,3045.64,"типа offer закрыт, чтобы они не поняли, в чем проблема."
573,3045.64,3047.64,"В принципе, это."
574,3047.64,3050.64,"Whitelist это, если вы в офисе работаете,"
575,3050.64,3056.64,"не хотите, чтобы ваши сотрудники заходили все рамку с домочных компьютеров, допустим."
576,3056.64,3060.64,"То есть, они будут заходить только с офисного эпичника и все."
577,3060.64,3068.64,"Прохси, это я не знаю, если честно, это что-то ребята добавили в этот."
578,3068.64,3074.64,"Это скорее всего, прохси IP already exist, это скорее всего при автологине."
579,3074.64,3077.64,"Но это надо еще поспрашивать, потому что это тестовая ветка."
580,3077.64,3082.64,И в тестовая тут ребята могут добавлять все шугу.
581,3083.64,3084.64,Вот.
582,3084.64,3087.64,Интеграция есть у нас с гитару.
583,3087.64,3090.64,Можем постбеки настраивать Cloudflare.
584,3090.64,3093.64,"Понятно, что я говорил, что закупка Namecheap,"
585,3093.64,3096.64,"Facebook, можем передавать конверсии."
586,3096.64,3097.64,"А, кстати, прикольная штука."
587,3097.64,3102.64,"Мы можем отбивать, вы можете пиксель ставить,"
588,3102.64,3106.64,"как типа, аля, на странице спасибо, как вы default-ном делают."
589,3107.64,3114.64,"Так, и мы можем, не помню, как это называется, именно Facebook,"
590,3114.64,3122.64,"в принципе, это онлайн-конверсия, а Facebook, типа, конверсия, типа действия какой-то,"
591,3122.64,3129.64,которые мы можем призначит поставить еще разную ценность.
592,3129.64,3133.64,"То есть, мы можем отбивать, допустим, пиксель,"
593,3133.64,3138.64,"только в том случае, если Duda звонились, то есть конверсию отбивать."
594,3138.64,3142.64,Таким образом более интересно.
595,3142.64,3146.64,"Ну это за событие, по-моему, что мы настраиваем."
596,3146.64,3148.64,Еще раз.
597,3148.64,3153.64,Но это уже событие должны там не только на вашей стороне настраивать.
598,3153.64,3154.64,"Да, событие."
599,3154.64,3155.64,Да-да-да.
600,3155.64,3156.64,Вот.
601,3156.64,3160.64,"HitLab это для того, чтобы хостить Ланды,"
602,3160.64,3165.64,"то есть, как выстроена структура именно с серверами."
603,3165.64,3175.64,"У нас все серверами и сландами, у нас все Ланды изначально не хостятся сразу на сервер,"
604,3175.64,3177.64,они хостятся в HitLab.
605,3177.64,3181.64,"Вот, и когда вы уже создаете ссылку, они уже хостятся на сервере."
606,3181.64,3187.64,"Это нам позволяет, во-первых, не политься, как гитара биномы перед Google-ом,"
607,3187.64,3192.64,"а во-вторых, нам позволяет потом быстро, в случае банн сервера,"
608,3192.64,3195.64,очень быстро перенести это на другой сервер.
609,3195.64,3198.64,Мы можем это сделать даже автоматически.
610,3198.64,3203.64,"То есть, если у вас сервер один забанился, сразу все Ланды, все домини переносятся на другой."
611,3203.64,3206.64,"Но я бы так и не рекомендовала, потому что, допустим,"
612,3206.64,3210.64,"мы, скорее всего, сервера будете покупать на одном и том же провайдере,"
613,3210.64,3215.64,"то есть, хотя бы даже с разных аккаунтов, и сервера банятся за домин."
614,3215.64,3220.64,"Если автоматически настроить, то домин автоматически привяжется на другой сервер,"
615,3220.64,3226.64,"провайдер это может спалить, и вот так по цепочке все резервные сервера забанить."
616,3226.64,3231.64,"Переносить там очень легко, ну, короче, там не сложно."
617,3231.64,3236.64,"Динодот это тоже покупать домины можно, удобно за крипту."
618,3236.64,3241.64,"Хоть клик к Владиум, ребята, понятно, что такое."
619,3241.64,3245.64,"Что еще, что еще можно сказать?"
620,3245.64,3250.64,Можем подменять название воронок.
621,3250.64,3255.64,"Можем, допустим, Тесла."
622,3258.64,3260.64,Тесла.
623,3260.64,3266.64,"И, допустим, вам от Левы, Брокера запрувили воронку Тесла, которая выглядит как Ланд."
624,3266.64,3271.64,"Давайте еще там Тесла Квиз, Тесла Литформа,"
625,3271.64,3276.64,"и вы хотите, чтобы у вас все ранки все-таки статистика была по каждой из воронок."
626,3276.64,3281.64,"Не подписывать, не все передавать как Тесла, чтобы это все потом невозможно было проанализировать,"
627,3281.64,3284.64,"а вы подписываете себя, как хотите."
628,3284.64,3289.64,"Брокеру вы хотите передавать просто Тесла, и у нее все воронки, допустим, это у нас Тесла,"
629,3289.64,3292.64,"это у нас Тесла Квиз, а та Тесла Литформа."
630,3292.64,3297.64,"И теперь Брокеру будут вот эти все три воронки, будут передаваться как Тесла."
631,3297.64,3302.64,"Вот, это можно настроить глобально на все компании вот тут,"
632,3302.64,3307.64,"либо отдельно, мы можем это настроить на отдельно взятый компайн,"
633,3307.64,3311.64,"именно на этот компайн мы будем передавать, допустим, вот так, то есть это у фаналсии,"
634,3311.64,3316.64,"мы уже вот тут берем и выбираем, либо вот поставить галочку и абсолютно все воротки,"
635,3316.64,3321.64,"которые будут сюда заходить, будут передаваться там Тесла Ланд, допустим."
636,3322.64,3329.64,"Вот, можно, а, есть прикольная штука, недавно сделали, это отложенные действия по изменениям."
637,3329.64,3336.64,"Обычно как настраиваются компей, как настраиваются капы,"
638,3336.64,3345.64,"дожидаются пролив на следующий, сегодняшний, то есть до 19.00 отливается трафик."
639,3345.64,3351.64,"После 19.00 все садятся и начинают настраивать, какой трафик будете идти завтра,"
640,3351.64,3355.64,"какая дневная капа, какие воронки, выставляется это все,"
641,3355.64,3360.64,"потому что если вы настроите это во время пролива, есть шанс залить что-то не то,"
642,3360.64,3362.64,потому что вы измените уже сейчас.
643,3362.64,3367.64,"Мы сделали отложенные действия, мы можем выбрать,"
644,3368.64,3373.64,"в дата время выбираем, какие воронки будут,"
645,3373.64,3377.64,"то еще, кстати, не добавили, это добавится еще,"
646,3377.64,3383.64,"это пока что наши партнеры-тесты, которые прям это попросили,"
647,3383.64,3387.64,"тут еще будет дневная капа и вес,"
648,3387.64,3391.64,"и будет отдельно капа по юзерам, по сорсам,"
649,3391.64,3394.64,"то есть мы можем отдельно выстроить капу,"
650,3394.64,3400.64,"допустим, у нас общая капа 50, и мы можем, например, на сорс в Google выставить капу 20,"
651,3400.64,3404.64,"а на сорс там в ФБ, капу 30, вот,"
652,3404.64,3411.64,"и равномерно размешивать трафик, то есть это тут тоже будет."
653,3414.64,3420.64,"Пока что это еще, скорее всего, ну, я думаю, через месяц где-то всем обновим,"
654,3420.64,3424.64,"вот, сейчас просто ребята там тестировали, сначала вот это сделали,"
655,3424.64,3428.64,"они сказали, что нам еще надо, типа, вот, ну, то, что я рассказал, добавить."
656,3428.64,3435.64,"Вот, если у вас есть какие-то запросы, потому что нужно добавить,"
657,3435.64,3439.64,"и это действительно мы увидим, что это нужно не только вам, а всем,"
658,3439.64,3441.64,то есть мы это без проблем добавляем.
659,3441.64,3443.64,"Раньше мы это довольно быстро добавляли,"
660,3443.64,3447.64,"сейчас задачи в целом пошли более сложные от всех,"
661,3447.64,3450.64,"и, типа, и нас в плане тоже, типа, то, что мы хотим доделать,"
662,3450.64,3453.64,"поэтому сейчас немножко у нас заблевления затягиваются,"
663,3453.64,3455.64,"то есть мы хотим на нема новых программистов,"
664,3455.64,3461.64,"но все равно все сложнее и сложнее становится, что-то новой добавляем."
665,3461.64,3463.64,"Слушайте, пожалуйста, а может быть у вас,"
666,3463.64,3466.64,"может быть у вас где-то еще будет секица ваш roadmap,"
667,3466.64,3471.64,"ну, то есть если мы будем сами работать, чтобы вы понимали, какие функции,"
668,3471.64,3473.64,"когда примерно, ожидать, то есть, в принципе, вот,"
669,3473.64,3479.64,"roadmap, скорее всего, нет, у нас все-таки небольшая компания,"
670,3479.64,3484.64,"мы больше как вот стартап, там, вот, в таком формате,"
671,3484.64,3486.64,то есть у нас все...
672,3486.64,3489.64,"Что за поединок, что-то не сделано?"
673,3489.64,3493.64,"У нас все получается как-то вот само по себе,"
674,3493.64,3495.64,"в том, что мы там добавляем какие-то функции,"
675,3495.64,3499.64,"просто там кому-то надо срочно, вот, кто-то хочет купить ранку,"
676,3499.64,3502.64,"им не хватает какой-то функции, им надо срочно называть какую-то функцию."
677,3502.64,3506.64,"Мы берем, там, временно выделяем на так какие-то ресурсы,"
678,3506.64,3508.64,"чтобы это быстро никогда не добавить, делаем."
679,3508.64,3511.64,"У кого-то что-то там сломалось, такое тоже бывает,"
680,3511.64,3516.64,"тоже это, в очередной задаче, там, быстро пофиксить, что-то еще."
681,3516.64,3521.64,"Вот, ванна, развить трекер в дальнейшем,"
682,3521.64,3523.64,"чтобы это был прям полноценный трекер,"
683,3523.64,3526.64,"чтобы не стыдно было говорить, что вот, не,"
684,3526.64,3529.64,"берите, переходите на наш, зачем вам перекладывать,"
685,3529.64,3532.64,"а что за китара, вот, то есть, у нас, видите, какая,"
686,3532.64,3537.64,"мы функции все, у нас нету никаких доп-платежей, еще чего-то,"
687,3537.64,3541.64,"мы сразу даем весь функционал, берите, пользуйтесь,"
688,3541.64,3547.64,"то есть, у нас и под банх, и под нетворк, все сразу доступно."
689,3547.64,3549.64,"Вот, то же самое, скорее всего, будет там,"
690,3549.64,3552.64,"и с трекерами, и с этого, может, возможно, там трекер будет,"
691,3552.64,3554.64,"как еще отдельный продукт, но для пользователей си-ранки,"
692,3554.64,3557.64,оно будет доступно всем сразу.
693,3557.64,3562.64,"Вот, прям roadmap, сложно сказать, вот, поэтому,"
694,3562.64,3568.64,"мы иногда забываем описать, какие функции мы добавили всем, вот,"
695,3568.64,3572.64,"а тут еще roadmap добавлять, ну, если..."
696,3572.64,3575.64,"Да, вот вопрос, получается, касательно релизноутсов,"
697,3575.64,3578.64,"то есть, у вас выходят на наобновление,"
698,3578.64,3581.64,"тут, кстати, вопрос, у вас какая-то,"
699,3582.64,3585.64,"ну, существует ли какой-то календарик выпускорелизов, вот,"
700,3585.64,3589.64,"и далее с выпуском релиза, и так понимают,"
701,3589.64,3591.64,"до либо после нас, как то вы домляете,"
702,3591.64,3593.64,"да, тому, что изменилось, возможно,"
703,3593.64,3595.64,"какие-то данные, микрация есть, а другого..."
704,3595.64,3599.64,"Мы пишем вам, смотрите, у нас даже, у нас немножко все"
705,3599.64,3602.64,"в этом плане, сложновато еще сделано,"
706,3602.64,3607.64,"потому что мы обновляем всех неравномерно, вот,"
707,3607.64,3610.64,"то есть, у нас есть партнеры, допустим,"
708,3610.64,3612.64,"которые, типа, ну, с ними там уже,"
709,3612.64,3615.64,"в плотно работаем дружим, либо кто-то что-то попросил,"
710,3615.64,3618.64,"и мы, допустим, накатываем, если они,"
711,3618.64,3621.64,"допустим, что-то попросили, мы накатим вам версию последнюю,"
712,3621.64,3625.64,"плюс то, что вы попросили, вот,"
713,3625.64,3628.64,"потом, какое-то время, вы вам накатывать ничего не будем,"
714,3628.64,3631.64,"вот, другим накатим, другим, у ваша версия,"
715,3631.64,3633.64,"типа, если вы уже с вами там, вы бы катали,"
716,3633.64,3635.64,"багов каких-то не поймали,"
717,3635.64,3638.64,"то есть, ну, это функция, которую вы попросили,"
718,3638.64,3641.28,"мы потом берем и, типа, их добавляем"
719,3641.28,3643.64,"уже в общую какую-то версию,"
720,3643.64,3644.76,"州, которой, типа, там,"
721,3644.76,3646.88,"в следующий раз, если кому-то будем обновлять,"
722,3646.88,3649.64,"мы уже ее обновим, и, так, таким образом,"
723,3649.64,3658.84,мы постепенно постр Money Chain doesn't play out
724,3658.84,3660.64,"так далее, если взять какой-то баг появится,"
725,3660.64,3662.82,"то он появится сразу у всех, типа,"
726,3662.82,3664.64,"таким образом, типа, мы постепенно,"
727,3664.64,3666.14,"постепенно обновляем,"
728,3666.14,3670.14,"Если у нас собирается какая-то уже критическая масса обновлений,"
729,3670.54,3672.98,"мы смотрим, что у вас давно не было обновлений,"
